"Site Name","Site ID","Link Type","Location Type",Title,Link,URL
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Deadline for Faculty Submissions of External Awards extended through Sept. 8 (Field: intro_text_body)",https://uofi.box.com/s/we4b1pihyxw0rub03di7mzmxbk67v04i,https://provost.uic.edu/news-stories/deadline-for-faculty-submissions-of-external-awards-extended-through-sept-8/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","The Roundtable: A Conversation with Fiona Hill on the Dangers of Populism (Field: description)",https://uofi.box.com/s/6zyry63glnsps3vgpe0stwlgnu3iw37s,https://provost.uic.edu/events/the-roundtable-topic-the-dangers-of-populism/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","The Roundtable: A Conversation with Fiona Hill on the Dangers of Populism (Field: description)",https://uofi.box.com/s/xtm2jz0jj65eewzx7cgqrgvn59nmaoku,https://provost.uic.edu/events/the-roundtable-topic-the-dangers-of-populism/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Announcing the search for the dean of the UIC School of Law (Field: intro_text_body)",https://imsearch.app.box.com/s/1ry21tr1n1au80vvmr506ehhlr7fk9f7,https://provost.uic.edu/news-stories/announcing-the-search-for-the-dean-of-the-uic-school-of-law/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Announcing the College of Education Dean Finalists Public Presentations (Field: intro_text_body)",https://uofi.box.com/s/6ejcatpcws7ohp7jopfj6z5luzuf83d0,https://provost.uic.edu/news-stories/announcing-the-college-of-education-dean-finalists-public-presentations/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Announcing the College of Education Dean Finalists Public Presentations (Field: intro_text_body)",https://uofi.box.com/s/6j24ian0hzm95n3dmqpmloaz7yzmugob,https://provost.uic.edu/news-stories/announcing-the-college-of-education-dean-finalists-public-presentations/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Announcing the College of Education Dean Finalists Public Presentations (Field: intro_text_body)",https://uofi.box.com/s/ezlj62jacfozxmqf6eq6e9ntxzh0zvl7,https://provost.uic.edu/news-stories/announcing-the-college-of-education-dean-finalists-public-presentations/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","East + West Research Mixer April 1, 2021- Topic: Update on COVID Research at UIC (Field: description)",https://uofi.box.com/s/1t6yzu6xoo5kfsdfn8lwnt0ebitq21lt,https://provost.uic.edu/events/east-west-research-mixer-april-1-202/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","East + West Research Mixer March 4, 2021 &#8211; Topic: Pain (Field: description)",https://uofi.box.com/s/xpyeplo6cbc6clam9qpn0dj6m75sbr22,https://provost.uic.edu/events/east-west-research-mixer-march-4-2021/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Page (ACF Field)","General Education Mini-Conference Presentations (Field: intro_text_body)",https://uofi.box.com/s/u558nq84bs97rauyp68lo1wxvfgfz5ra,https://provost.uic.edu/general-education-at-uic/general-education-mini-conference-presentations/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Page (ACF Field)","General Education Mini-Conference Presentations (Field: intro_text_body)",https://uofi.box.com/s/5wt2idvgvl16tpgqqd1dj68oticvlb7k,https://provost.uic.edu/general-education-at-uic/general-education-mini-conference-presentations/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Page (ACF Field)","General Education Mini-Conference Presentations (Field: intro_text_body)",https://uofi.box.com/s/m90cyqws0bc6437m4to3blvwmns6i84d,https://provost.uic.edu/general-education-at-uic/general-education-mini-conference-presentations/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","East + West Research Mixer February 4, 2021: Topic &#8211; The Digital Divide in Education, Healthcare, and Workforce Opportunity (Field: description)",https://uofi.box.com/s/o9h72matz65soh5l17w0tvr5rmytos30,https://provost.uic.edu/events/east-west-research-mixer-february-4-2021/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","Campus Conversation February 10, 2021: Topic &#8211; What&#8217;s Going On and Why? January 2021: Impeachment, Insurrection, Inauguration (Field: description)",https://uofi.box.com/s/3iiuc76bis1vrxubdrgl9gqpqpmtrqkl,https://provost.uic.edu/events/campus-conversation-february-10-2021/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","East + West Research Mixer January 14, 2021 &#8211; Topic: Data Visualization (Field: description)",https://uofi.box.com/s/nkqj463m1jh1hafn9b4wzt517fd0fuvs,https://provost.uic.edu/events/east-west-research-mixer-january-14-2021/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","Virtual Campus Conversation October 15, 2020 &#8211; Topic: The 2020 Election (Field: description)",https://uofi.box.com/s/l5g6bpvcnr45iwkie6m6o9d805hcktdj,https://provost.uic.edu/events/virtual-campus-conversation-october-15-2020/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","East + West Research Virtual Mixer September 17, 2020 &#8211; Topic: UIC COVID-19 Community Engagement Strike Force (Field: description)",https://uofi.box.com/s/r5ujdnu5u41xpatxzql19qqkheuj1v0d,https://provost.uic.edu/events/east-west-research-virtual-mixer-september-10-2020/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","Special Edition: Virtual Campus-Wide E+W Mixer July 6, 2020 &#8211; Topic: Students Perspectives: The Murder of George Floyd, Systemic Racism and UIC (Field: description)",https://uofi.box.com/s/p0gzb62u1ffgpzx5bdo8t4puxwt1w9mw,https://provost.uic.edu/events/virtual-east-west-research-mixer-june-29-2020-topic-students-perspectives-the-murder-of-george-floyd-systemic-racism-and-uic/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Announcing the Finalists for the University Librarian and Dean of Libraries (Field: intro_text_body)",https://uofi.app.box.com/v/caterudowsky,https://provost.uic.edu/news-stories/announcing-the-finalists-for-the-university-librarian-and-dean-of-libraries/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Announcing the Finalists for the University Librarian and Dean of Libraries (Field: intro_text_body)",https://uofi.app.box.com/v/cvnancyallee,https://provost.uic.edu/news-stories/announcing-the-finalists-for-the-university-librarian-and-dean-of-libraries/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Announcing the Finalists for the University Librarian and Dean of Libraries (Field: intro_text_body)",https://uofi.app.box.com/v/cvireneherold,https://provost.uic.edu/news-stories/announcing-the-finalists-for-the-university-librarian-and-dean-of-libraries/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"Event (ACF Field)","Campus Conversation Oct. 30, 2018: Mental Health and the University Student (Field: description)",https://uofi.box.com/s/q2f4sf4vpqlep6a4he1xb7ujnjp7aj5t,https://provost.uic.edu/events/campus-conversation-oct-30-2018-mental-health-and-the-college-student/
"Office of the Provost and Vice Chancellor for Academic Affairs",34,Box,"News (ACF Field)","Campus Conversation Feb. 7, 2018: What is Tax Reform and Why Does it Matter? (Field: intro_text_body)",https://uofi.box.com/s/l2w580h35q5vlh2f1wbm426lwnwvos52,https://provost.uic.edu/news-stories/campus-conversation-feb-7-2018-tax-reform-matter/
